payment_id,subscription_id,paid_at,amount,currency,payment_status
P006735,S00578,2023-09-05 16:00:00,299.0,PHP,SUCCESS
P002082,S00182,2023-09-05 16:13:00,8.72,USD,SUCCESS
P000695,S00065,2023-09-05 20:18:00,1299.0,PHP,SUCCESS
P007083,S00609,2023-09-05 23:44:00,1299.0,PHP,SUCCESS
P000617,S00057,2023-09-05 23:59:00,499.0,PHP,SUCCESS
P000549,S00048,2023-09-06 03:14:00,299.0,PHP,SUCCESS
P002644,S00232,2023-09-06 04:24:00,1299.0,PHP,SUCCESS
P002314,S00199,2023-09-06 04:44:00,15.62,USD,SUCCESS
P002112,S00184,2023-09-06 07:54:00,899.0,PHP,SUCCESS
P007946,S00688,2023-09-06 08:28:00,16.99,USD,SUCCESS
P002573,S00227,2023-09-06 09:45:00,-499.0,PHP,REFUNDED
P004430,S00383,2023-09-06 09:55:00,299.0,PHP,SUCCESS
P006749,S00579,2023-09-06 10:14:00,899.0,PHP,SUCCESS
P006181,S00532,2023-09-06 13:51:00,299.0,PHP,SUCCESS
P007510,S00652,2023-09-07 04:51:00,1299.0,PHP,SUCCESS
P003691,S00322,2023-09-07 10:42:00,899.0,PHP,SUCCESS
P002693,S00237,2023-09-07 16:01:00,899.0,PHP,FAILED
P005677,S00493,2023-09-08 02:37:00,499.0,PHP,SUCCESS
P004796,S00418,2023-09-08 04:38:00,1299.0,PHP,SUCCESS
P005660,S00492,2023-09-08 08:45:00,899.0,PHP,SUCCESS
P009209,S00787,2023-09-08 11:37:00,299.0,PHP,SUCCESS
P006641,S00569,2023-09-08 21:49:00,899.0,PHP,SUCCESS
P000638,S00059,2023-09-08 22:37:00,299.0,PHP,SUCCESS
P000050,S00006,2023-09-09 01:00:00,499.0,PHP,SUCCESS
P005497,S00476,2023-09-09 06:33:00,899.0,PHP,SUCCESS
P002451,S00215,2023-09-09 09:37:00,7.41,USD,SUCCESS
P007040,S00604,2023-09-09 15:03:00,1299.0,PHP,SUCCESS
P002556,S00226,2023-09-09 22:48:00,299.0,PHP,SUCCESS
P008179,S00707,2023-09-10 00:00:00,1299.0,PHP,SUCCESS
P001484,S00133,2023-09-10 10:04:00,899.0,PHP,SUCCESS
P001008,S00091,2023-09-10 10:59:00,299.0,PHP,SUCCESS
P001894,S00168,2023-09-10 12:10:00,899.0,PHP,SUCCESS
P003156,S00280,2023-09-10 15:46:00,1299.0,PHP,SUCCESS
P004667,S00407,2023-09-10 20:44:00,899.0,PHP,SUCCESS
P001147,S00103,2023-09-10 21:58:00,299.0,PHP,FAILED
P000291,S00027,2023-09-11 00:31:00,299.0,PHP,SUCCESS
P006915,S00589,2023-09-11 00:58:00,1299.0,PHP,FAILED
P007685,S00668,2023-09-11 07:57:00,1299.0,PHP,SUCCESS
P005728,S00498,2023-09-11 08:28:00,299.0,PHP,SUCCESS
P005464,S00474,2023-09-11 10:08:00,899.0,PHP,SUCCESS
P004609,S00402,2023-09-11 11:17:00,299.0,PHP,SUCCESS
P000216,S00020,2023-09-11 19:08:00,299.0,PHP,SUCCESS
P004988,S00436,2023-09-11 22:40:00,1299.0,PHP,SUCCESS
P005750,S00499,2023-09-11 23:43:00,299.0,PHP,SUCCESS
P002368,S00204,2023-09-12 04:24:00,299.0,PHP,SUCCESS
P007173,S00616,2023-09-12 10:20:00,499.0,PHP,SUCCESS
P004445,S00387,2023-09-12 16:27:00,299.0,PHP,SUCCESS
P007649,S00665,2023-09-13 05:45:00,899.0,PHP,SUCCESS
P007296,S00628,2023-09-13 06:56:00,1299.0,PHP,SUCCESS
P008066,S00697,2023-09-13 13:25:00,299.0,PHP,SUCCESS
P005852,S00507,2023-09-13 14:38:00,499.0,PHP,SUCCESS
P000777,S00072,2023-09-13 16:06:00,15.3,USD,SUCCESS
P000077,S00008,2023-09-13 20:19:00,899.0,PHP,SUCCESS
P004247,S00371,2023-09-13 20:51:00,299.0,PHP,SUCCESS
P000016,S00002,2023-09-13 23:04:00,299.0,PHP,SUCCESS
P007842,S00680,2023-09-14 00:48:00,299.0,PHP,SUCCESS
P006900,S00588,2023-09-14 04:53:00,499.0,PHP,SUCCESS
P002594,S00228,2023-09-14 05:15:00,499.0,PHP,SUCCESS
P006090,S00524,2023-09-14 05:35:00,899.0,PHP,FAILED
P006790,S00582,2023-09-14 10:12:00,499.0,PHP,SUCCESS
P008301,S00716,2023-09-14 10:20:00,499.0,PHP,SUCCESS
P008686,S00744,2023-09-14 12:05:00,299.0,PHP,FAILED
P003761,S00328,2023-09-14 13:13:00,299.0,PHP,SUCCESS
P002671,S00236,2023-09-14 13:19:00,899.0,PHP,SUCCESS
P002778,S00245,2023-09-15 02:41:00,499.0,PHP,SUCCESS
P006956,S00594,2023-09-15 04:07:00,5.47,USD,SUCCESS
P006172,S00530,2023-09-15 06:43:00,299.0,PHP,SUCCESS
P000582,S00051,2023-09-15 14:18:00,8.35,USD,SUCCESS
P000128,S00014,2023-09-15 21:26:00,499.0,PHP,SUCCESS
P006561,S00563,2023-09-15 21:51:00,15.93,USD,SUCCESS
P003980,S00351,2023-09-16 00:19:00,499.0,PHP,FAILED
P009020,S00770,2023-09-16 02:23:00,299.0,PHP,SUCCESS
P004863,S00425,2023-09-16 08:21:00,299.0,PHP,FAILED
P009108,S00779,2023-09-16 11:31:00,299.0,PHP,SUCCESS
P005915,S00511,2023-09-16 12:44:00,499.0,PHP,SUCCESS
P003997,S00352,2023-09-16 13:54:00,499.0,PHP,SUCCESS
P001274,S00114,2023-09-16 16:56:00,299.0,PHP,SUCCESS
P005995,S00516,2023-09-17 00:27:00,499.0,PHP,SUCCESS
P007476,S00647,2023-09-17 02:05:00,15.84,USD,SUCCESS
P002144,S00186,2023-09-17 04:58:00,499.0,PHP,SUCCESS
P008020,S00693,2023-09-17 05:20:00,299.0,PHP,SUCCESS
P003176,S00283,2023-09-17 06:07:00,299.0,PHP,SUCCESS
P002943,S00261,2023-09-17 06:59:00,299.0,PHP,SUCCESS
P004814,S00420,2023-09-17 14:02:00,499.0,PHP,SUCCESS
P005269,S00461,2023-09-17 17:31:00,299.0,PHP,SUCCESS
P001770,S00158,2023-09-17 23:29:00,299.0,PHP,SUCCESS
P006433,S00553,2023-09-17 23:52:00,1299.0,PHP,SUCCESS
P002611,S00229,2023-09-18 01:15:00,499.0,PHP,SUCCESS
P002356,S00201,2023-09-18 01:58:00,499.0,PHP,SUCCESS
P005866,S00508,2023-09-18 05:49:00,499.0,PHP,SUCCESS
P002381,S00205,2023-09-18 08:00:00,299.0,PHP,SUCCESS
P001460,S00131,2023-09-18 08:06:00,1299.0,PHP,SUCCESS
P008913,S00761,2023-09-18 11:19:00,299.0,PHP,SUCCESS
P005545,S00482,2023-09-18 12:05:00,499.0,PHP,SUCCESS
P007183,S00617,2023-09-18 14:13:00,299.0,PHP,SUCCESS
P000192,S00019,2023-09-18 22:22:00,299.0,PHP,SUCCESS
P007108,S00611,2023-09-18 23:25:00,-899.0,PHP,REFUNDED
P000485,S00043,2023-09-19 00:00:00,299.0,PHP,SUCCESS
P005569,S00483,2023-09-19 02:00:00,499.0,PHP,SUCCESS
P001621,S00144,2023-09-19 03:43:00,299.0,PHP,FAILED
P003644,S00317,2023-09-19 04:38:00,899.0,PHP,SUCCESS
P000356,S00033,2023-09-19 11:37:00,1299.0,PHP,SUCCESS
P009314,S00798,2023-09-19 15:44:00,-899.0,PHP,REFUNDED
P001260,S00113,2023-09-19 20:34:00,299.0,PHP,SUCCESS
P007460,S00645,2023-09-20 02:18:00,299.0,PHP,SUCCESS
P002206,S00191,2023-09-20 03:22:00,299.0,PHP,SUCCESS
P006883,S00587,2023-09-20 04:48:00,299.0,PHP,FAILED
P008321,S00719,2023-09-20 05:59:00,499.0,PHP,SUCCESS
P003603,S00314,2023-09-20 20:09:00,299.0,PHP,SUCCESS
P005642,S00491,2023-09-20 20:56:00,299.0,PHP,SUCCESS
P002284,S00197,2023-09-20 21:28:00,299.0,PHP,SUCCESS
P008302,S00717,2023-09-21 07:57:00,299.0,PHP,SUCCESS
P008436,S00726,2023-09-21 11:42:00,299.0,PHP,SUCCESS
P007773,S00674,2023-09-22 04:09:00,899.0,PHP,SUCCESS
P006988,S00598,2023-09-22 06:04:00,499.0,PHP,SUCCESS
P001242,S00111,2023-09-22 12:02:00,499.0,PHP,SUCCESS
P005763,S00500,2023-09-22 13:50:00,299.0,PHP,SUCCESS
P007589,S00660,2023-09-22 16:29:00,899.0,PHP,SUCCESS
P008571,S00736,2023-09-22 18:36:00,1299.0,PHP,SUCCESS
P005828,S00505,2023-09-22 20:46:00,899.0,PHP,SUCCESS
P008744,S00748,2023-09-22 21:21:00,299.0,PHP,SUCCESS
P008349,S00721,2023-09-23 05:30:00,299.0,PHP,SUCCESS
P005053,S00441,2023-09-23 12:02:00,499.0,PHP,FAILED
P008926,S00762,2023-09-23 12:18:00,16.45,USD,SUCCESS
P007123,S00613,2023-09-23 13:22:00,299.0,PHP,SUCCESS
P004489,S00393,2023-09-23 23:59:00,299.0,PHP,SUCCESS
P002764,S00243,2023-09-24 01:52:00,299.0,PHP,SUCCESS
P004872,S00427,2023-09-24 04:49:00,299.0,PHP,SUCCESS
P000593,S00053,2023-09-24 06:20:00,299.0,PHP,SUCCESS
P008199,S00709,2023-09-24 08:43:00,499.0,PHP,FAILED
P002477,S00217,2023-09-24 10:59:00,299.0,PHP,SUCCESS
P002918,S00259,2023-09-24 14:06:00,1299.0,PHP,SUCCESS
P004599,S00401,2023-09-24 17:34:00,299.0,PHP,SUCCESS
P008895,S00759,2023-09-24 18:28:00,299.0,PHP,SUCCESS
P000955,S00086,2023-09-24 21:15:00,299.0,PHP,SUCCESS
P004305,S00374,2023-09-25 00:05:00,499.0,PHP,SUCCESS
P005245,S00459,2023-09-25 01:57:00,299.0,PHP,SUCCESS
P006237,S00537,2023-09-25 03:36:00,499.0,PHP,SUCCESS
P008317,S00718,2023-09-25 04:01:00,299.0,PHP,FAILED
P009245,S00792,2023-09-25 06:34:00,299.0,PHP,SUCCESS
P004628,S00403,2023-09-25 06:44:00,299.0,PHP,FAILED
P009040,S00771,2023-09-25 09:15:00,299.0,PHP,SUCCESS
P003052,S00270,2023-09-25 09:37:00,899.0,PHP,SUCCESS
P003487,S00306,2023-09-25 12:43:00,299.0,PHP,SUCCESS
P005808,S00504,2023-09-25 14:30:00,4.86,USD,SUCCESS
P001033,S00094,2023-09-25 19:38:00,299.0,PHP,SUCCESS
P005617,S00487,2023-09-26 03:13:00,299.0,PHP,SUCCESS
P003008,S00266,2023-09-26 07:17:00,299.0,PHP,SUCCESS
P008512,S00733,2023-09-26 10:58:00,299.0,PHP,SUCCESS
P005629,S00488,2023-09-26 15:02:00,499.0,PHP,SUCCESS
P003024,S00268,2023-09-26 23:29:00,899.0,PHP,SUCCESS
P001591,S00142,2023-09-27 01:40:00,899.0,PHP,SUCCESS
P007491,S00650,2023-09-27 05:25:00,499.0,PHP,SUCCESS
P000298,S00028,2023-09-27 05:29:00,299.0,PHP,SUCCESS
P004266,S00372,2023-09-27 05:48:00,299.0,PHP,SUCCESS
P006067,S00522,2023-09-27 08:13:00,1299.0,PHP,SUCCESS
P002700,S00238,2023-09-27 08:46:00,899.0,PHP,SUCCESS
P008854,S00755,2023-09-27 09:02:00,299.0,PHP,SUCCESS
P003673,S00320,2023-09-27 10:29:00,5.67,USD,SUCCESS
P006849,S00585,2023-09-27 18:27:00,299.0,PHP,SUCCESS
P001106,S00099,2023-09-27 21:48:00,899.0,PHP,SUCCESS
P004224,S00370,2023-09-27 22:29:00,299.0,PHP,SUCCESS
P004446,S00387,2023-10-01 00:36:00,299.0,PHP,FAILED
P005829,S00505,2023-10-01 10:06:00,899.0,PHP,SUCCESS
P001107,S00099,2023-10-01 10:07:00,899.0,PHP,SUCCESS
P004797,S00418,2023-10-01 11:26:00,22.7,USD,SUCCESS
P008216,S00710,2023-10-01 20:23:00,899.0,PHP,FAILED
P009021,S00770,2023-10-01 21:50:00,4.73,USD,FAILED
P000017,S00002,2023-10-02 00:44:00,299.0,PHP,SUCCESS
P000672,S00063,2023-10-02 03:55:00,899.0,PHP,SUCCESS
P004225,S00370,2023-10-02 13:45:00,299.0,PHP,SUCCESS
P001543,S00137,2023-10-02 15:25:00,299.0,PHP,SUCCESS
P007492,S00650,2023-10-02 18:39:00,499.0,PHP,SUCCESS
P008745,S00748,2023-10-02 21:31:00,299.0,PHP,SUCCESS
P008725,S00746,2023-10-02 23:24:00,499.0,PHP,SUCCESS
P000778,S00072,2023-10-03 00:57:00,899.0,PHP,SUCCESS
P002645,S00232,2023-10-03 01:22:00,1299.0,PHP,SUCCESS
P002444,S00214,2023-10-03 10:28:00,499.0,PHP,SUCCESS
P009246,S00792,2023-10-03 11:57:00,299.0,PHP,SUCCESS
P006182,S00532,2023-10-03 17:40:00,299.0,PHP,SUCCESS
P000068,S00007,2023-10-03 20:53:00,15.87,USD,SUCCESS
P000388,S00036,2023-10-03 21:55:00,299.0,PHP,SUCCESS
P001622,S00144,2023-10-04 00:08:00,299.0,PHP,SUCCESS
P004267,S00372,2023-10-04 10:36:00,299.0,PHP,SUCCESS
P007084,S00609,2023-10-04 13:57:00,1299.0,PHP,FAILED
P004748,S00414,2023-10-04 23:22:00,1299.0,PHP,FAILED
P002612,S00229,2023-10-04 23:58:00,499.0,PHP,SUCCESS
P004610,S00402,2023-10-05 05:53:00,299.0,PHP,SUCCESS
P002961,S00262,2023-10-05 07:23:00,299.0,PHP,SUCCESS
P002537,S00224,2023-10-05 11:04:00,23.31,USD,SUCCESS
P006770,S00580,2023-10-05 11:32:00,299.0,PHP,SUCCESS
P002369,S00204,2023-10-05 17:43:00,299.0,PHP,SUCCESS
P001592,S00142,2023-10-05 19:18:00,899.0,PHP,SUCCESS
P001261,S00113,2023-10-05 23:22:00,4.6,USD,SUCCESS
P001330,S00120,2023-10-05 23:26:00,299.0,PHP,SUCCESS
P004600,S00401,2023-10-06 01:13:00,299.0,PHP,SUCCESS
P008532,S00734,2023-10-06 02:50:00,299.0,PHP,SUCCESS
P002382,S00205,2023-10-06 05:50:00,299.0,PHP,SUCCESS
P007109,S00611,2023-10-06 10:02:00,899.0,PHP,SUCCESS
P008914,S00761,2023-10-06 20:50:00,299.0,PHP,SUCCESS
P001941,S00171,2023-10-06 20:52:00,899.0,PHP,SUCCESS
P008687,S00744,2023-10-07 00:31:00,5.46,USD,SUCCESS
P008437,S00726,2023-10-07 03:12:00,299.0,PHP,SUCCESS
P007370,S00635,2023-10-07 03:34:00,-499.0,PHP,REFUNDED
P000129,S00014,2023-10-07 10:28:00,-499.0,PHP,REFUNDED
P005916,S00511,2023-10-07 12:35:00,499.0,PHP,SUCCESS
P005054,S00441,2023-10-07 19:33:00,499.0,PHP,SUCCESS
P004248,S00371,2023-10-07 21:06:00,5.25,USD,FAILED
P001994,S00176,2023-10-08 01:02:00,299.0,PHP,SUCCESS
P000696,S00065,2023-10-08 03:15:00,1299.0,PHP,SUCCESS
P001442,S00130,2023-10-08 08:01:00,299.0,PHP,SUCCESS
P008572,S00736,2023-10-08 12:32:00,-1299.0,PHP,REFUNDED
P004306,S00374,2023-10-08 13:18:00,499.0,PHP,SUCCESS
P003053,S00270,2023-10-08 18:42:00,899.0,PHP,SUCCESS
P003177,S00283,2023-10-08 20:39:00,299.0,PHP,SUCCESS
P008024,S00694,2023-10-08 22:06:00,4.44,USD,SUCCESS
P000956,S00086,2023-10-08 23:21:00,299.0,PHP,SUCCESS
P007041,S00604,2023-10-09 04:27:00,1299.0,PHP,SUCCESS
P003854,S00339,2023-10-09 06:28:00,299.0,PHP,SUCCESS
P007511,S00652,2023-10-09 16:42:00,1299.0,PHP,SUCCESS
P003488,S00306,2023-10-10 00:40:00,299.0,PHP,FAILED
P004463,S00390,2023-10-10 00:48:00,5.35,USD,SUCCESS
P001848,S00164,2023-10-10 09:50:00,1299.0,PHP,SUCCESS
P008021,S00693,2023-10-10 17:00:00,299.0,PHP,SUCCESS
P005465,S00474,2023-10-11 00:24:00,16.04,USD,SUCCESS
P007843,S00680,2023-10-11 01:26:00,299.0,PHP,SUCCESS
P002701,S00238,2023-10-11 04:07:00,899.0,PHP,SUCCESS
P005707,S00496,2023-10-11 05:44:00,499.0,PHP,SUCCESS
P006091,S00524,2023-10-11 07:49:00,899.0,PHP,SUCCESS
P005764,S00500,2023-10-11 08:31:00,299.0,PHP,FAILED
P000975,S00089,2023-10-11 14:52:00,899.0,PHP,SUCCESS
P004668,S00407,2023-10-11 15:00:00,899.0,PHP,SUCCESS
P007124,S00613,2023-10-11 16:23:00,299.0,PHP,SUCCESS
P008350,S00721,2023-10-11 18:08:00,299.0,PHP,SUCCESS
P000217,S00020,2023-10-12 00:28:00,299.0,PHP,SUCCESS
P002574,S00227,2023-10-12 04:27:00,499.0,PHP,SUCCESS
P007650,S00665,2023-10-12 09:19:00,899.0,PHP,SUCCESS
P005853,S00507,2023-10-12 10:21:00,499.0,PHP,SUCCESS
P008927,S00762,2023-10-12 10:29:00,899.0,PHP,FAILED
P008362,S00722,2023-10-12 13:51:00,499.0,PHP,SUCCESS
P003645,S00317,2023-10-12 17:12:00,15.81,USD,SUCCESS
P002315,S00199,2023-10-12 19:03:00,899.0,PHP,SUCCESS
P008392,S00724,2023-10-12 23:16:00,899.0,PHP,SUCCESS
P006989,S00598,2023-10-13 00:47:00,499.0,PHP,SUCCESS
P004873,S00427,2023-10-13 04:00:00,4.72,USD,SUCCESS
P001148,S00103,2023-10-13 06:50:00,299.0,PHP,SUCCESS
P000051,S00006,2023-10-13 11:11:00,8.85,USD,SUCCESS
P000583,S00051,2023-10-13 12:07:00,499.0,PHP,SUCCESS
P005729,S00498,2023-10-13 18:11:00,299.0,PHP,SUCCESS
P006884,S00587,2023-10-13 20:00:00,299.0,PHP,SUCCESS
P006736,S00578,2023-10-13 21:07:00,299.0,PHP,SUCCESS
P006238,S00537,2023-10-13 22:49:00,499.0,PHP,FAILED
P003762,S00328,2023-10-13 23:14:00,299.0,PHP,SUCCESS
P006901,S00588,2023-10-14 00:09:00,499.0,PHP,SUCCESS
P002113,S00184,2023-10-14 00:13:00,899.0,PHP,SUCCESS
P003375,S00299,2023-10-14 01:39:00,499.0,PHP,SUCCESS
P003009,S00266,2023-10-14 04:49:00,299.0,PHP,SUCCESS
P001895,S00168,2023-10-14 07:03:00,899.0,PHP,FAILED
P005172,S00454,2023-10-14 13:02:00,299.0,PHP,SUCCESS
P002553,S00225,2023-10-14 14:03:00,899.0,PHP,SUCCESS
P001034,S00094,2023-10-14 19:16:00,299.0,PHP,SUCCESS
P005867,S00508,2023-10-14 20:54:00,499.0,PHP,SUCCESS
P000292,S00027,2023-10-14 21:38:00,299.0,PHP,SUCCESS
P006416,S00552,2023-10-15 06:13:00,299.0,PHP,FAILED
P002285,S00197,2023-10-15 08:08:00,299.0,PHP,SUCCESS
P000550,S00048,2023-10-15 09:25:00,-299.0,PHP,REFUNDED
P006303,S00544,2023-10-15 10:07:00,299.0,PHP,SUCCESS
P000729,S00068,2023-10-15 13:09:00,299.0,PHP,SUCCESS
P005809,S00504,2023-10-15 14:25:00,299.0,PHP,SUCCESS
P004815,S00420,2023-10-15 14:52:00,499.0,PHP,SUCCESS
P000299,S00028,2023-10-15 17:34:00,299.0,PHP,SUCCESS
P008455,S00727,2023-10-15 18:13:00,899.0,PHP,SUCCESS
P008455,S00727,2023-10-15 18:13:00,899.0,PHP,SUCCESS
P004490,S00393,2023-10-15 19:57:00,299.0,PHP,SUCCESS
P003157,S00280,2023-10-15 20:03:00,1299.0,PHP,SUCCESS
P000583,S00051,2023-10-16 06:07:00,499.0,PHP,SUCCESS
P006791,S00582,2023-10-16 14:13:00,499.0,PHP,SUCCESS
P004629,S00403,2023-10-16 15:40:00,299.0,PHP,SUCCESS
P002478,S00217,2023-10-16 18:05:00,299.0,PHP,SUCCESS
P007297,S00628,2023-10-17 01:40:00,1299.0,PHP,SUCCESS
P001513,S00135,2023-10-17 03:54:00,299.0,PHP,SUCCESS
P008322,S00719,2023-10-17 06:38:00,499.0,PHP,SUCCESS
P000639,S00059,2023-10-17 06:49:00,299.0,PHP,SUCCESS
P004566,S00399,2023-10-17 09:41:00,899.0,PHP,SUCCESS
P008318,S00718,2023-10-17 10:07:00,299.0,PHP,SUCCESS
P003025,S00268,2023-10-17 13:19:00,899.0,PHP,FAILED
P005191,S00455,2023-10-17 17:11:00,899.0,PHP,SUCCESS
P006850,S00585,2023-10-17 17:37:00,4.95,USD,SUCCESS
P006218,S00535,2023-10-17 20:47:00,1299.0,PHP,SUCCESS
P009210,S00787,2023-10-17 23:02:00,299.0,PHP,SUCCESS
P009315,S00798,2023-10-17 23:19:00,899.0,PHP,SUCCESS
P009144,S00782,2023-10-17 23:22:00,899.0,PHP,SUCCESS
P003447,S00303,2023-10-18 05:00:00,299.0,PHP,SUCCESS
P006434,S00553,2023-10-18 05:28:00,1299.0,PHP,SUCCESS
P007477,S00647,2023-10-18 08:44:00,899.0,PHP,SUCCESS
P005678,S00493,2023-10-18 08:46:00,9.61,USD,SUCCESS
P005246,S00459,2023-10-18 08:52:00,299.0,PHP,SUCCESS
P004195,S00368,2023-10-18 13:12:00,499.0,PHP,SUCCESS
P004566,S00399,2023-10-18 21:41:00,899.0,PHP,SUCCESS
P003692,S00322,2023-10-18 21:50:00,899.0,PHP,SUCCESS
P006750,S00579,2023-10-18 23:29:00,899.0,PHP,SUCCESS
P002145,S00186,2023-10-19 01:38:00,499.0,PHP,SUCCESS
P002765,S00243,2023-10-19 02:48:00,299.0,PHP,SUCCESS
P005498,S00476,2023-10-19 12:41:00,899.0,PHP,SUCCESS
P001485,S00133,2023-10-19 15:32:00,15.54,USD,SUCCESS
P003674,S00320,2023-10-19 21:33:00,299.0,PHP,SUCCESS
P007790,S00675,2023-10-20 01:09:00,499.0,PHP,SUCCESS
P002207,S00191,2023-10-20 10:59:00,299.0,PHP,SUCCESS
P007174,S00616,2023-10-20 12:33:00,499.0,PHP,SUCCESS
P007947,S00688,2023-10-20 18:06:00,899.0,PHP,SUCCESS
P002672,S00236,2023-10-20 21:37:00,899.0,PHP,SUCCESS
P008855,S00755,2023-10-20 22:09:00,299.0,PHP,SUCCESS
P005270,S00461,2023-10-20 23:26:00,299.0,PHP,SUCCESS
P007686,S00668,2023-10-21 02:57:00,1299.0,PHP,SUCCESS
P008200,S00709,2023-10-21 03:48:00,499.0,PHP,SUCCESS
P002083,S00182,2023-10-21 05:28:00,499.0,PHP,SUCCESS
P002452,S00215,2023-10-21 08:43:00,299.0,PHP,SUCCESS
P007774,S00674,2023-10-21 08:56:00,899.0,PHP,SUCCESS
P002655,S00233,2023-10-21 09:03:00,1299.0,PHP,SUCCESS
P001707,S00152,2023-10-21 11:39:00,499.0,PHP,SUCCESS
P005618,S00487,2023-10-21 16:29:00,299.0,PHP,SUCCESS
P004762,S00416,2023-10-21 17:01:00,899.0,PHP,SUCCESS
P005751,S00499,2023-10-21 19:02:00,299.0,PHP,SUCCESS
P004989,S00436,2023-10-21 19:31:00,1299.0,PHP,SUCCESS
P008513,S00733,2023-10-21 19:42:00,299.0,PHP,SUCCESS
P000357,S00033,2023-10-21 22:39:00,1299.0,PHP,FAILED
P005643,S00491,2023-10-22 00:11:00,299.0,PHP,SUCCESS
P000618,S00057,2023-10-22 02:10:00,499.0,PHP,SUCCESS
P008139,S00703,2023-10-22 13:01:00,299.0,PHP,SUCCESS
P008139,S00703,2023-10-22 13:01:00,299.0,PHP,SUCCESS
P009109,S00779,2023-10-22 13:54:00,299.0,PHP,SUCCESS
P002919,S00259,2023-10-22 23:54:00,1299.0,PHP,SUCCESS
P008896,S00759,2023-10-23 00:24:00,299.0,PHP,SUCCESS
P005996,S00516,2023-10-23 06:02:00,499.0,PHP,SUCCESS
P003265,S00292,2023-10-23 08:14:00,899.0,PHP,FAILED
P007184,S00617,2023-10-23 09:00:00,299.0,PHP,SUCCESS
P003981,S00351,2023-10-23 11:37:00,499.0,PHP,SUCCESS
P003306,S00295,2023-10-23 11:53:00,299.0,PHP,SUCCESS
P005546,S00482,2023-10-23 12:44:00,499.0,PHP,SUCCESS
P005661,S00492,2023-10-23 13:49:00,899.0,PHP,SUCCESS
P003325,S00296,2023-10-23 21:28:00,299.0,PHP,SUCCESS
P005093,S00445,2023-10-23 21:29:00,5.61,USD,SUCCESS
P002357,S00201,2023-10-24 00:47:00,499.0,PHP,SUCCESS
P005570,S00483,2023-10-24 03:58:00,499.0,PHP,SUCCESS
P006642,S00569,2023-10-24 04:08:00,899.0,PHP,SUCCESS
P001771,S00158,2023-10-24 10:44:00,5.11,USD,SUCCESS
P001243,S00111,2023-10-24 14:01:00,499.0,PHP,SUCCESS
P000078,S00008,2023-10-24 14:07:00,899.0,PHP,SUCCESS
P001275,S00114,2023-10-24 17:00:00,5.72,USD,SUCCESS
P002944,S00261,2023-10-24 17:34:00,299.0,PHP,SUCCESS
P003998,S00352,2023-10-24 19:28:00,499.0,PHP,SUCCESS
P006068,S00522,2023-10-25 02:43:00,1299.0,PHP,SUCCESS
P002595,S00228,2023-10-25 10:00:00,499.0,PHP,SUCCESS
P001009,S00091,2023-10-25 14:39:00,299.0,PHP,SUCCESS
P009041,S00771,2023-10-25 22:25:00,299.0,PHP,SUCCESS
P008303,S00717,2023-10-25 22:44:00,299.0,PHP,SUCCESS
P002557,S00226,2023-10-25 22:58:00,299.0,PHP,SUCCESS
P003604,S00314,2023-10-26 01:49:00,5.07,USD,SUCCESS
P002694,S00237,2023-10-26 02:24:00,899.0,PHP,SUCCESS
P001987,S00175,2023-10-26 04:28:00,9.24,USD,SUCCESS
P006562,S00563,2023-10-26 05:37:00,899.0,PHP,SUCCESS
P006379,S00550,2023-10-26 10:39:00,299.0,PHP,SUCCESS
P000193,S00019,2023-10-26 11:47:00,299.0,PHP,SUCCESS
P003216,S00286,2023-10-26 17:54:00,5.45,USD,SUCCESS
P008286,S00715,2023-10-26 20:24:00,899.0,PHP,SUCCESS
P008067,S00697,2023-10-27 00:40:00,299.0,PHP,SUCCESS
P008180,S00707,2023-10-27 06:13:00,1299.0,PHP,SUCCESS
P006916,S00589,2023-10-27 06:22:00,1299.0,PHP,SUCCESS
P000594,S00053,2023-10-27 06:41:00,299.0,PHP,SUCCESS
P001461,S00131,2023-10-27 07:01:00,1299.0,PHP,SUCCESS
P007758,S00673,2023-10-27 10:31:00,899.0,PHP,SUCCESS
P007590,S00660,2023-10-27 12:41:00,899.0,PHP,SUCCESS
P000486,S00043,2023-10-27 12:54:00,299.0,PHP,SUCCESS
P000036,S00004,2023-10-27 14:40:00,1299.0,PHP,SUCCESS
P000300,S00028,2023-11-01 01:40:00,299.0,PHP,SUCCESS
P003326,S00296,2023-11-01 03:30:00,299.0,PHP,SUCCESS
P005055,S00441,2023-11-01 05:01:00,499.0,PHP,SUCCESS
P000218,S00020,2023-11-01 08:13:00,299.0,PHP,SUCCESS
P001244,S00111,2023-11-01 11:56:00,499.0,PHP,SUCCESS
P003494,S00307,2023-11-01 12:38:00,299.0,PHP,SUCCESS
P005752,S00499,2023-11-01 16:31:00,299.0,PHP,SUCCESS
P005633,S00490,2023-11-01 19:53:00,5.46,USD,SUCCESS
P005708,S00496,2023-11-01 20:00:00,499.0,PHP,SUCCESS
P007185,S00617,2023-11-02 08:29:00,299.0,PHP,SUCCESS
P005547,S00482,2023-11-02 12:31:00,499.0,PHP,SUCCESS
P008351,S00721,2023-11-02 15:02:00,299.0,PHP,SUCCESS
P008363,S00722,2023-11-02 17:50:00,499.0,PHP,SUCCESS
P001010,S00091,2023-11-02 19:32:00,5.45,USD,SUCCESS
P003999,S00352,2023-11-03 00:29:00,499.0,PHP,SUCCESS
